pair_id,model,prompt,resp_row,ref_row,kind,domain,note,P_raw,R_raw,F1_raw,P_rescaled,R_rescaled,F1_rescaled
436,ChatGPT,Zero-shot,147,147,correct,Science,,0.9052397,0.84821045,0.8757976,0.43760487,0.099203415,0.2640917
437,ChatGPT,Zero-shot,147,317,permuted_global,Science,,0.86185825,0.81608534,0.8383475,0.18013926,-0.091443405,0.04219685
438,ChatGPT,Zero-shot,147,213,permuted_domain,Science,,0.8645022,0.8025749,0.83238834,0.19583085,-0.1716214,0.006888424
439,ChatGPT,Zero-shot,148,148,correct,Science,,0.9100499,0.8889758,0.8993894,0.46615312,0.34112576,0.4038746
440,ChatGPT,Zero-shot,148,285,permuted_global,Science,,0.8543749,0.8593513,0.85685587,0.13572606,0.16531874,0.15186036
441,ChatGPT,Zero-shot,148,261,permuted_domain,Science,,0.86046237,0.81839746,0.83890295,0.17185481,-0.07772209,0.045487966
442,ChatGPT,Zero-shot,149,149,correct,Science,,0.911517,0.9035937,0.9075381,0.4748603,0.42787597,0.45215645
443,ChatGPT,Zero-shot,149,272,permuted_global,Science,,0.8461573,0.839767,0.84295005,0.0869554,0.049095526,0.06946731
444,ChatGPT,Zero-shot,149,221,permuted_domain,Science,,0.8521788,0.84964764,0.8509113,0.12269254,0.107732415,0.11663845
445,ChatGPT,Zero-shot,150,150,correct,Science,,0.8786092,0.8257963,0.85138446,0.27955475,-0.033813573,0.11944185
446,ChatGPT,Zero-shot,150,76,permuted_global,Science,,0.8507854,0.84642845,0.8486013,0.1144226,0.08862811,0.1029513
447,ChatGPT,Zero-shot,150,195,permuted_domain,Science,,0.8666128,0.8299866,0.8479043,0.20835711,-0.008946396,0.09882178
448,ChatGPT,Zero-shot,151,151,correct,Science,,0.8820488,0.86987185,0.875918,0.29996854,0.2277532,0.26480472
449,ChatGPT,Zero-shot,151,319,permuted_global,Science,,0.81760865,0.8107471,0.81416345,-0.0824787,-0.12312332,-0.10109544
450,ChatGPT,Zero-shot,151,144,permuted_domain,Science,,0.8292999,0.8345449,0.8319141,-0.013091898,0.018105028,0.0040786676
451,ChatGPT,Zero-shot,152,152,correct,Science,,0.8570184,0.8352704,0.84600466,0.15141518,0.02241056,0.08756616
452,ChatGPT,Zero-shot,152,162,permuted_global,Science,,0.8362719,0.83891684,0.83759224,0.028286126,0.044050355,0.037721936
453,ChatGPT,Zero-shot,152,239,permuted_domain,Science,,0.8325254,0.83170754,0.83211625,0.006050877,0.001266687,0.00527624
454,ChatGPT,Zero-shot,153,153,correct,Science,,0.90030944,0.84612405,0.87237614,0.40834415,0.086821645,0.24381913
455,ChatGPT,Zero-shot,153,96,permuted_global,Science,,0.8554307,0.8138224,0.834108,0.14199238,-0.104872905,0.0170775
456,ChatGPT,Zero-shot,153,245,permuted_domain,Science,,0.84296745,0.8240845,0.83341897,0.068023816,-0.043972183,0.012994948
457,ChatGPT,Zero-shot,154,154,correct,Science,,0.91665196,0.8751899,0.89544123,0.50533575,0.2593132,0.3804815
458,ChatGPT,Zero-shot,154,231,permuted_global,Science,,0.87495494,0.8502818,0.86244196,0.25786713,0.11149569,0.18495834
459,ChatGPT,Zero-shot,154,188,permuted_domain,Science,,0.8876644,0.8349764,0.86051464,0.33329666,0.020665638,0.17353885
460,ChatGPT,Zero-shot,155,155,correct,Science,,0.8990952,0.8320728,0.86428654,0.4011376,0.0034343097,0.19588764
461,ChatGPT,Zero-shot,155,334,permuted_global,Science,,0.8439542,0.8410286,0.8424888,0.07388013,0.05658246,0.066734545
462,ChatGPT,Zero-shot,155,186,permuted_domain,Science,,0.8656627,0.84891593,0.85720754,0.20271835,0.1033901,0.153944
463,ChatGPT,Zero-shot,156,156,correct,Science,,0.9180175,0.8364168,0.8753195,0.5134402,0.029213741,0.26125863
464,ChatGPT,Zero-shot,156,70,permuted_global,Science,,0.8593031,0.85349953,0.8563915,0.16497475,0.1305915,0.14910887
465,ChatGPT,Zero-shot,156,177,permuted_domain,Science,,0.8687035,0.8141546,0.84054494,0.2207652,-0.10290125,0.055216875
466,ChatGPT,Zero-shot,157,157,correct,Science,,0.8829767,0.8257878,0.8534252,0.3054757,-0.033864155,0.13153341
467,ChatGPT,Zero-shot,157,260,permuted_global,Science,,0.86354256,0.82375205,0.84317815,0.1901355,-0.045945257,0.070818864
468,ChatGPT,Zero-shot,157,114,permuted_domain,Science,,0.86187893,0.8319472,0.84664863,0.18026201,0.0026890126,0.09138172
469,ChatGPT,Zero-shot,158,158,correct,Science,,0.9145161,0.8531966,0.88279283,0.49265954,0.12879387,0.30553877
470,ChatGPT,Zero-shot,158,375,permuted_global,Science,,0.850215,0.84380096,0.84699583,0.11103757,0.07303524,0.093438886
471,ChatGPT,Zero-shot,158,102,permuted_domain,Science,,0.8678418,0.83042395,0.8487206,0.21565107,-0.0063507673,0.10365833
472,ChatGPT,Zero-shot,159,159,correct,Science,,0.86276615,0.8280291,0.8450408,0.18552756,-0.020563059,0.08185517
473,ChatGPT,Zero-shot,159,299,permuted_global,Science,,0.83470875,0.8295074,0.8321,0.019009057,-0.011789987,0.0051798266
474,ChatGPT,Zero-shot,159,131,permuted_domain,Science,,0.85568947,0.830503,0.8429081,0.143528,-0.0058817286,0.06921869
475,ChatGPT,Zero-shot,160,160,correct,Science,,0.9029925,0.9046025,0.9037968,0.42426783,0.43386275,0.42998883
476,ChatGPT,Zero-shot,160,26,permuted_global,Science,,0.8244377,0.80823755,0.81625724,-0.041948974,-0.13801618,-0.088689566
477,ChatGPT,Zero-shot,160,121,permuted_domain,Science,,0.8417276,0.8113925,0.8262818,0.06066548,-0.11929319,-0.029293373
478,ChatGPT,Zero-shot,161,161,correct,Science,,0.9038991,0.87224054,0.88778764,0.42964834,0.24181022,0.3351334
479,ChatGPT,Zero-shot,161,16,permuted_global,Science,,0.84313405,0.76974577,0.8047703,0.069012545,-0.36644605,-0.15675059
480,ChatGPT,Zero-shot,161,247,permuted_domain,Science,,0.86607575,0.8217728,0.84334284,0.20516983,-0.05769103,0.07179465
481,ChatGPT,Zero-shot,162,162,correct,Science,,0.9267752,0.8717691,0.898431,0.5654165,0.23901226,0.39819613
482,ChatGPT,Zero-shot,162,8,permuted_global,Science,,0.868791,0.7902944,0.8276858,0.22128451,-0.24449994,-0.020974642
483,ChatGPT,Zero-shot,162,115,permuted_domain,Science,,0.8637656,0.82281494,0.8427931,0.19145922,-0.051506512,0.06853744
484,ChatGPT,Zero-shot,163,163,correct,Science,,0.8886092,0.81815577,0.85192835,0.33890393,-0.079156436,0.12266445
485,ChatGPT,Zero-shot,163,95,permuted_global,Science,,0.8795793,0.82197106,0.8498,0.28531238,-0.056514543,0.11005375
486,ChatGPT,Zero-shot,163,179,permuted_domain,Science,,0.87230444,0.82139903,0.84608674,0.2421366,-0.059909236,0.08805246
487,ChatGPT,Zero-shot,164,164,correct,Science,,0.88935846,0.81590295,0.8510486,0.34335092,-0.0925258,0.11745178
488,ChatGPT,Zero-shot,164,192,permuted_global,Science,,0.8796704,0.8293312,0.8537594,0.2858529,-0.012835596,0.13351358
489,ChatGPT,Zero-shot,164,267,permuted_domain,Science,,0.8708786,0.83703774,0.8536229,0.23367421,0.032898843,0.13270484
490,ChatGPT,Zero-shot,165,165,correct,Science,,0.91274357,0.83344615,0.8712944,0.48213974,0.011584473,0.2374096
491,ChatGPT,Zero-shot,165,226,permuted_global,Science,,0.8604846,0.8103314,0.8346553,0.17198676,-0.12559019,0.020320233
492,ChatGPT,Zero-shot,165,120,permuted_domain,Science,,0.8669637,0.81986094,0.8427547,0.21043962,-0.069037095,0.06831
493,ChatGPT,Zero-shot,166,166,correct,Science,,0.92067623,0.84759635,0.8826261,0.5292195,0.09555899,0.30455098
494,ChatGPT,Zero-shot,166,248,permuted_global,Science,,0.8621143,0.83631593,0.84901917,0.18165897,0.02861524,0.105427325
495,ChatGPT,Zero-shot,166,225,permuted_domain,Science,,0.86161983,0.8461611,0.85382056,0.17872426,0.08704166,0.13387594
496,ChatGPT,Zero-shot,167,167,correct,Science,,0.8936422,0.85090595,0.87175065,0.3687745,0.115199886,0.24011305
497,ChatGPT,Zero-shot,167,327,permuted_global,Science,,0.8255478,0.8262781,0.8259128,-0.035360396,-0.030954419,-0.0314798
498,ChatGPT,Zero-shot,167,125,permuted_domain,Science,,0.8711409,0.8581685,0.8646061,0.23523107,0.15829943,0.19778094
499,ChatGPT,Zero-shot,168,168,correct,Science,,0.89981616,0.8646602,0.881888,0.40541655,0.19682461,0.30017743
500,ChatGPT,Zero-shot,168,298,permuted_global,Science,,0.8384105,0.8276781,0.8330098,0.04097864,-0.02264614,0.010570491
501,ChatGPT,Zero-shot,168,103,permuted_domain,Science,,0.8737227,0.8402047,0.8566359,0.2505537,0.05169328,0.15055719
502,ChatGPT,Zero-shot,169,169,correct,Science,,0.83761406,0.83721495,0.83741444,0.036251847,0.033950463,0.036668453
503,ChatGPT,Zero-shot,169,46,permuted_global,Science,,0.83086205,0.8502008,0.8404202,-0.003820843,0.11101498,0.054477707
504,ChatGPT,Zero-shot,169,236,permuted_domain,Science,,0.8296233,0.8038454,0.816531,-0.011172809,-0.16408141,-0.08706749
505,ChatGPT,Zero-shot,170,170,correct,Science,,0.9063221,0.85073185,0.8776476,0.44402894,0.11416666,0.2750528
506,ChatGPT,Zero-shot,170,276,permuted_global,Science,,0.8586661,0.83665633,0.8475183,0.16119424,0.03063536,0.09653471
507,ChatGPT,Zero-shot,170,123,permuted_domain,Science,,0.86010575,0.8390181,0.84943104,0.16973832,0.044651333,0.10786767
508,ChatGPT,Zero-shot,171,171,correct,Science,,0.91154134,0.8587753,0.884372,0.4750046,0.1619007,0.31489545
509,ChatGPT,Zero-shot,171,92,permuted_global,Science,,0.86094975,0.7974942,0.828008,0.1747474,-0.20177287,-0.019065449
510,ChatGPT,Zero-shot,171,214,permuted_domain,Science,,0.8647091,0.80649334,0.8345872,0.19705872,-0.14836721,0.019916922
511,ChatGPT,Zero-shot,172,172,correct,Science,,0.87136936,0.7953826,0.8316439,0.23658699,-0.21430391,0.0024774312
512,ChatGPT,Zero-shot,172,330,permuted_global,Science,,0.8459652,0.84814584,0.8470541,0.085815266,0.09881998,0.09378428
513,ChatGPT,Zero-shot,172,268,permuted_domain,Science,,0.86264205,0.81683755,0.8391152,0.18479106,-0.086979404,0.046745576
514,ChatGPT,Zero-shot,173,173,correct,Science,,0.9084921,0.86981034,0.88873047,0.45690754,0.22738817,0.34071973
515,ChatGPT,Zero-shot,173,42,permuted_global,Science,,0.81315494,0.8271754,0.8201052,-0.10891119,-0.025629453,-0.06589013
516,ChatGPT,Zero-shot,173,274,permuted_domain,Science,,0.84945095,0.8282164,0.8386992,0.10650286,-0.019451657,0.04428086
517,ChatGPT,Zero-shot,174,174,correct,Science,,0.87681425,0.82130325,0.84815145,0.26890197,-0.06047767,0.10028599
518,ChatGPT,Zero-shot,174,215,permuted_global,Science,,0.8457572,0.8166518,0.83094966,0.08458068,-0.08808161,-0.0016358462
519,ChatGPT,Zero-shot,174,107,permuted_domain,Science,,0.85667783,0.8328186,0.8445797,0.14939387,0.007860463,0.07912311
520,ChatGPT,Zero-shot,175,175,correct,Science,,0.90639544,0.8323355,0.86778814,0.44446406,0.0049931733,0.21663484
521,ChatGPT,Zero-shot,175,293,permuted_global,Science,,0.8595753,0.84873927,0.85412294,0.16658996,0.10234165,0.13566752
522,ChatGPT,Zero-shot,175,139,permuted_domain,Science,,0.8882304,0.8340567,0.86029154,0.33665586,0.015207672,0.17221697
523,ChatGPT,Zero-shot,176,176,correct,Science,,0.87182117,0.7925241,0.83028364,0.2392684,-0.23126782,-0.005582078
524,ChatGPT,Zero-shot,176,71,permuted_global,Science,,0.8649481,0.8675665,0.86625534,0.19847725,0.21407221,0.20755294
525,ChatGPT,Zero-shot,176,108,permuted_domain,Science,,0.87325,0.80919826,0.84000486,0.24774848,-0.13231485,0.052016873
526,ChatGPT,Zero-shot,177,177,correct,Science,,0.8724841,0.8188075,0.844794,0.2432028,-0.07528882,0.08039273
527,ChatGPT,Zero-shot,177,345,permuted_global,Science,,0.8397386,0.7281726,0.7799863,0.048860874,-0.61316246,-0.30359745
528,ChatGPT,Zero-shot,177,273,permuted_domain,Science,,0.8599098,0.802484,0.830205,0.1685752,-0.17216083,-0.0060478984
529,ChatGPT,Zero-shot,178,178,correct,Science,,0.86636543,0.7925651,0.8278237,0.20688905,-0.23102446,-0.020157425
530,ChatGPT,Zero-shot,178,326,permuted_global,Science,,0.83285236,0.8418281,0.83731616,0.007991544,0.061327316,0.03608609
531,ChatGPT,Zero-shot,178,187,permuted_domain,Science,,0.8582738,0.8172783,0.83727455,0.15886585,-0.08436362,0.035839584
532,ChatGPT,Zero-shot,179,179,correct,Science,,0.92747027,0.8491773,0.88659865,0.5695416,0.104941174,0.32808852
533,ChatGPT,Zero-shot,179,20,permuted_global,Science,,0.84058255,0.80151886,0.8205861,0.05386961,-0.17788833,-0.06304082
534,ChatGPT,Zero-shot,179,260,permuted_domain,Science,,0.8427372,0.8187025,0.830546,0.06665728,-0.07591172,-0.004027459
535,ChatGPT,Zero-shot,180,180,correct,Science,,0.9030905,0.8620782,0.88210785,0.4248494,0.18150163,0.30148023
536,ChatGPT,Zero-shot,180,83,permuted_global,Science,,0.86483026,0.84877443,0.8567271,0.1977779,0.10255035,0.15109752
537,ChatGPT,Zero-shot,180,235,permuted_domain,Science,,0.86486405,0.8341071,0.84920716,0.19797847,0.015506922,0.106541194
538,ChatGPT,Zero-shot,181,181,correct,Science,,0.9354316,0.880505,0.90713763,0.6167915,0.29085588,0.44978353
539,ChatGPT,Zero-shot,181,331,permuted_global,Science,,0.7803304,0.8425948,0.81026816,-0.30372217,0.06587727,-0.12417528
540,ChatGPT,Zero-shot,181,140,permuted_domain,Science,,0.798588,0.8373631,0.8175161,-0.19536497,0.03482982,-0.08123078
541,ChatGPT,Zero-shot,182,182,correct,Science,,0.92817974,0.8910651,0.9092438,0.5737522,0.35352486,0.46226287
542,ChatGPT,Zero-shot,182,33,permuted_global,Science,,0.85926926,0.8132707,0.83563745,0.16477382,-0.10814698,0.026139636
543,ChatGPT,Zero-shot,182,257,permuted_domain,Science,,0.86709404,0.85290885,0.859943,0.21121328,0.12708609,0.17015167
544,ChatGPT,Zero-shot,183,183,correct,Science,,0.92071635,0.87782323,0.8987583,0.52945757,0.27494076,0.40013534
545,ChatGPT,Zero-shot,183,130,permuted_global,Science,,0.84274197,0.823487,0.83300316,0.06668558,-0.04751827,0.0105312895
546,ChatGPT,Zero-shot,183,269,permuted_domain,Science,,0.844731,0.8301227,0.8373631,0.07849018,-0.00813849,0.03636438
547,ChatGPT,Zero-shot,184,184,correct,Science,,0.8926652,0.8432014,0.8672286,0.3629762,0.069477126,0.21331972
548,ChatGPT,Zero-shot,184,32,permuted_global,Science,,0.8390704,0.80806243,0.8232745,0.044894993,-0.13905542,-0.047111806
549,ChatGPT,Zero-shot,184,148,permuted_domain,Science,,0.8622246,0.864626,0.86342365,0.1823134,0.19662158,0.19077492
550,ChatGPT,Zero-shot,185,185,correct,Science,,0.90026593,0.824658,0.860805,0.4080859,-0.040569,0.1752591
551,ChatGPT,Zero-shot,185,101,permuted_global,Science,,0.88308626,0.8394963,0.86073977,0.3061259,0.047489263,0.17487274
552,ChatGPT,Zero-shot,185,119,permuted_domain,Science,,0.88691866,0.82862777,0.856783,0.32887092,-0.017010251,0.15142843
553,ChatGPT,Zero-shot,186,186,correct,Science,,0.92111444,0.88692045,0.90369415,0.53182024,0.3289283,0.42938069
554,ChatGPT,Zero-shot,186,60,permuted_global,Science,,0.8665734,0.8481139,0.85724425,0.20812328,0.098630376,0.15416156
555,ChatGPT,Zero-shot,186,168,permuted_domain,Science,,0.8594235,0.83240056,0.8456962,0.16568932,0.0053794403,0.08573854
556,ChatGPT,Zero-shot,187,187,correct,Science,,0.9208392,0.8474293,0.88261044,0.53018665,0.0945675,0.3044581
557,ChatGPT,Zero-shot,187,105,permuted_global,Science,,0.87364006,0.8272252,0.84979934,0.25006342,-0.02533374,0.11004986
558,ChatGPT,Zero-shot,187,184,permuted_domain,Science,,0.87744313,0.8134485,0.8442348,0.27263436,-0.10709182,0.07707972
559,ChatGPT,Zero-shot,188,188,correct,Science,,0.9391928,0.8966198,0.91741264,0.6391137,0.38648915,0.51066375
560,ChatGPT,Zero-shot,188,113,permuted_global,Science,,0.8598485,0.8318086,0.8455962,0.16821155,0.0018666035,0.085145935
561,ChatGPT,Zero-shot,188,193,permuted_domain,Science,,0.8441113,0.8323125,0.8381704,0.07481261,0.0048569893,0.04114761
562,ChatGPT,Zero-shot,189,189,correct,Science,,0.92503196,0.8384697,0.8796264,0.5550704,0.041396715,0.2867774
563,ChatGPT,Zero-shot,189,63,permuted_global,Science,,0.83839095,0.8602037,0.84915733,0.04086261,0.17037736,0.10624595
564,ChatGPT,Zero-shot,189,116,permuted_domain,Science,,0.8532872,0.82902217,0.8409797,0.12927085,-0.014669657,0.057792835
565,ChatGPT,Zero-shot,190,190,correct,Science,,0.94031084,0.8589283,0.89777905,0.6457494,0.16280872,0.39433324
566,ChatGPT,Zero-shot,190,194,permuted_global,Science,,0.8471713,0.865554,0.856264,0.092973374,0.20212871,0.14835346
567,ChatGPT,Zero-shot,190,112,permuted_domain,Science,,0.83622324,0.8272721,0.8317237,0.027997466,-0.025055358,0.0029503151
568,ChatGPT,Zero-shot,191,191,correct,Science,,0.92444646,0.8539604,0.8878066,0.5515955,0.1333265,0.3352457
569,ChatGPT,Zero-shot,191,391,permuted_global,Science,,0.81699395,0.86593217,0.8407515,-0.086126916,0.20437309,0.05644093
570,ChatGPT,Zero-shot,191,226,permuted_domain,Science,,0.8311875,0.8042369,0.8174901,-0.0018893735,-0.16175815,-0.08138476
571,ChatGPT,Zero-shot,192,192,correct,Science,,0.924358,0.8255415,0.8721597,0.5510706,-0.035325743,0.2425368
572,ChatGPT,Zero-shot,192,177,permuted_global,Science,,0.9056195,0.8092574,0.8547311,0.43985894,-0.13196395,0.13927083
573,ChatGPT,Zero-shot,192,170,permuted_domain,Science,,0.9034612,0.81623447,0.8576357,0.4270497,-0.09055839,0.15648077
574,ChatGPT,Zero-shot,193,193,correct,Science,,0.907034,0.83640385,0.87028825,0.44825378,0.029136984,0.23144822
575,ChatGPT,Zero-shot,193,390,permuted_global,Science,,0.8513893,0.8606316,0.8559855,0.11800678,0.17291674,0.14670348
576,ChatGPT,Zero-shot,193,132,permuted_domain,Science,,0.8550925,0.7939542,0.82339007,0.1399852,-0.22278091,-0.046427026
577,ChatGPT,Zero-shot,194,194,correct,Science,,0.9235127,0.87538135,0.8988031,0.5460537,0.26044938,0.4004009
578,ChatGPT,Zero-shot,194,373,permuted_global,Science,,0.88592136,0.8639773,0.87481177,0.32295197,0.192772,0.2582504
579,ChatGPT,Zero-shot,194,136,permuted_domain,Science,,0.87840986,0.8235674,0.85010505,0.2783718,-0.047041096,0.11186123
580,ChatGPT,Zero-shot,195,195,correct,Science,,0.86461914,0.8279119,0.84586746,0.19652492,-0.02125848,0.086753175
581,ChatGPT,Zero-shot,195,306,permuted_global,Science,,0.84277594,0.795576,0.81849605,0.066887215,-0.21315642,-0.07542445
582,ChatGPT,Zero-shot,195,240,permuted_domain,Science,,0.86501837,0.843364,0.8540539,0.19889432,0.07044209,0.13525856
583,ChatGPT,Zero-shot,196,196,correct,Science,,0.91168255,0.8670775,0.88882077,0.47584265,0.21117026,0.34125477
584,ChatGPT,Zero-shot,196,388,permuted_global,Science,,0.8524103,0.7964983,0.8235064,0.1240665,-0.2076829,-0.045737654
585,ChatGPT,Zero-shot,196,155,permuted_domain,Science,,0.86699957,0.8136562,0.83948135,0.21065259,-0.10585909,0.04891505
586,ChatGPT,Zero-shot,197,197,correct,Science,,0.90185547,0.836148,0.86775964,0.4175197,0.027618797,0.21646604
587,ChatGPT,Zero-shot,197,201,permuted_global,Science,,0.8515481,0.80914927,0.82980746,0.11894917,-0.1326056,-0.008403489
588,ChatGPT,Zero-shot,197,196,permuted_domain,Science,,0.8662317,0.85859466,0.86239624,0.20609523,0.16082856,0.18468747
589,ChatGPT,Zero-shot,198,198,correct,Science,,0.91228193,0.8836402,0.89773273,0.47939995,0.30946177,0.39405882
590,ChatGPT,Zero-shot,198,176,permuted_global,Science,,0.8571619,0.8034732,0.82944965,0.15226667,-0.16629042,-0.01052352
591,ChatGPT,Zero-shot,198,279,permuted_domain,Science,,0.8708475,0.83904815,0.8546522,0.23348992,0.04482961,0.1388036
592,ChatGPT,Zero-shot,199,199,correct,Science,,0.9024955,0.8403784,0.87033004,0.42131826,0.05272403,0.23169579
593,ChatGPT,Zero-shot,199,196,permuted_global,Science,,0.88294995,0.85143334,0.8669052,0.3053169,0.118329644,0.21140346
594,ChatGPT,Zero-shot,199,259,permuted_domain,Science,,0.8786831,0.84232724,0.8601212,0.2799934,0.064289406,0.17120762
595,ChatGPT,Zero-shot,200,200,correct,Science,,0.898423,0.83775556,0.8670293,0.39714837,0.037158746,0.21213874
596,ChatGPT,Zero-shot,200,124,permuted_global,Science,,0.8536869,0.84109014,0.8473417,0.1316431,0.056947853,0.09548829
597,ChatGPT,Zero-shot,200,106,permuted_domain,Science,,0.86573786,0.82720125,0.84603095,0.20316443,-0.025475936,0.0877219
598,ChatGPT,Zero-shot,201,201,correct,Science,,0.91529727,0.864655,0.88925576,0.49729577,0.19679384,0.34383214
599,ChatGPT,Zero-shot,201,308,permuted_global,Science,,0.8170028,0.7983198,0.80755323,-0.08607456,-0.19687308,-0.14026146
600,ChatGPT,Zero-shot,201,181,permuted_domain,Science,,0.836032,0.8144618,0.8251059,0.026862286,-0.10107815,-0.036260553
601,ChatGPT,Zero-shot,202,202,correct,Science,,0.9385666,0.8672993,0.9015267,0.6353976,0.21248648,0.4165383
602,ChatGPT,Zero-shot,202,236,permuted_global,Science,,0.87544465,0.82045686,0.8470593,0.2607735,-0.06550056,0.09381501
603,ChatGPT,Zero-shot,202,161,permuted_domain,Science,,0.8799264,0.85156137,0.86551154,0.28737226,0.11908944,0.20314583
604,ChatGPT,Zero-shot,203,203,correct,Science,,0.90534663,0.85848427,0.88129294,0.43823949,0.16017346,0.2966518
605,ChatGPT,Zero-shot,203,128,permuted_global,Science,,0.8683237,0.8237057,0.84542644,0.21851112,-0.046220455,0.08414013
606,ChatGPT,Zero-shot,203,146,permuted_domain,Science,,0.8740984,0.8348439,0.85402036,0.25278375,0.01987931,0.13505973
607,ChatGPT,Zero-shot,204,204,correct,Science,,0.864661,0.86117196,0.86291295,0.19677325,0.1761236,0.18774903
608,ChatGPT,Zero-shot,204,268,permuted_global,Science,,0.8360996,0.8174865,0.8266883,0.02726379,-0.08312806,-0.026884807
609,ChatGPT,Zero-shot,204,101,permuted_domain,Science,,0.84418,0.8365488,0.84034705,0.07522013,0.02999724,0.054044377
610,ChatGPT,Zero-shot,205,205,correct,Science,,0.90369,0.8263297,0.86328024,0.4284074,-0.030648094,0.18992521
611,ChatGPT,Zero-shot,205,216,permuted_global,Science,,0.8619668,0.7971565,0.8282958,0.18078344,-0.20377672,-0.01736003
612,ChatGPT,Zero-shot,205,96,permuted_domain,Science,,0.85624075,0.8089055,0.8319003,0.14679983,-0.13405234,0.003996734
613,ChatGPT,Zero-shot,206,206,correct,Science,,0.89939857,0.8391047,0.86820614,0.40293816,0.045165297,0.21911158
614,ChatGPT,Zero-shot,206,156,permuted_global,Science,,0.8681112,0.8211447,0.843975,0.21725,-0.061418578,0.07554028
615,ChatGPT,Zero-shot,206,111,permuted_domain,Science,,0.8677308,0.8425066,0.85493267,0.21499237,0.06535376,0.14046523
616,ChatGPT,Zero-shot,207,207,correct,Science,,0.9177617,0.85815024,0.88695544,0.5119219,0.15819119,0.33020255
617,ChatGPT,Zero-shot,207,289,permuted_global,Science,,0.8585303,0.77770346,0.8161205,0.16038804,-0.31922102,-0.08949972
618,ChatGPT,Zero-shot,207,217,permuted_domain,Science,,0.87708974,0.8358202,0.8559578,0.270537,0.025673315,0.14653926
619,ChatGPT,Zero-shot,208,208,correct,Science,,0.892,0.82520133,0.8573015,0.35902837,-0.03734445,0.15450059
620,ChatGPT,Zero-shot,208,312,permuted_global,Science,,0.8878181,0.8173775,0.8511429,0.33420897,-0.08377501,0.11801048
621,ChatGPT,Zero-shot,208,162,permuted_domain,Science,,0.8789493,0.82869893,0.8530847,0.28157324,-0.016587904,0.1295158
622,ChatGPT,Zero-shot,209,209,correct,Science,,0.8933577,0.83705044,0.8642879,0.36708605,0.032974184,0.19589576
623,ChatGPT,Zero-shot,209,34,permuted_global,Science,,0.88047385,0.782257,0.82846457,0.29062143,-0.2921979,-0.016360229
624,ChatGPT,Zero-shot,209,250,permuted_domain,Science,,0.89232457,0.8288609,0.85942274,0.36095452,-0.015626835,0.16706927
625,ChatGPT,Zero-shot,210,210,correct,Science,,0.88798153,0.88361824,0.8857945,0.33517897,0.30933124,0.32332402
626,ChatGPT,Zero-shot,210,398,permuted_global,Science,,0.81691206,0.81874955,0.8178298,-0.08661297,-0.07563264,-0.07937209
627,ChatGPT,Zero-shot,210,281,permuted_domain,Science,,0.8761277,0.83775836,0.8565136,0.2648275,0.03717537,0.1498325
628,ChatGPT,Zero-shot,211,211,correct,Science,,0.8893093,0.8472944,0.86779356,0.34305906,0.093767025,0.21666698
629,ChatGPT,Zero-shot,211,36,permuted_global,Science,,0.85896206,0.81256187,0.835118,0.16295059,-0.11235347,0.023061829
630,ChatGPT,Zero-shot,211,124,permuted_domain,Science,,0.8700361,0.8367287,0.8530574,0.22867432,0.03106478,0.12935404
631,ChatGPT,Zero-shot,212,212,correct,Science,,0.90723205,0.8671685,0.88674796,0.44942927,0.21171005,0.3289732
632,ChatGPT,Zero-shot,212,208,permuted_global,Science,,0.8651457,0.83470523,0.8496529,0.19964993,0.019056546,0.10918214
633,ChatGPT,Zero-shot,212,189,permuted_domain,Science,,0.8495742,0.7892219,0.8182867,0.10723442,-0.25086486,-0.07666475
634,ChatGPT,Zero-shot,213,213,correct,Science,,0.912053,0.83565,0.8721814,0.4780412,0.024663432,0.24266535
635,ChatGPT,Zero-shot,213,4,permuted_global,Science,,0.84204966,0.7814034,0.8105938,0.062576786,-0.2972636,-0.12224595
636,ChatGPT,Zero-shot,213,205,permuted_domain,Science,,0.8488554,0.80921364,0.8285606,0.1029682,-0.13222358,-0.015791284
637,ChatGPT,Zero-shot,214,214,correct,Science,,0.86275613,0.8054632,0.8331259,0.18546814,-0.15448062,0.01125845
638,ChatGPT,Zero-shot,214,186,permuted_global,Science,,0.86442626,0.84566617,0.85494334,0.19538018,0.08410434,0.14052844
639,ChatGPT,Zero-shot,214,212,permuted_domain,Science,,0.85611165,0.8279505,0.84179556,0.1460336,-0.021029621,0.06262692
640,ChatGPT,Zero-shot,215,215,correct,Science,,0.8772227,0.8254687,0.8505592,0.2713262,-0.035757642,0.11455197
641,ChatGPT,Zero-shot,215,320,permuted_global,Science,,0.8537039,0.8707652,0.86215013,0.13174392,0.23305483,0.18322925
642,ChatGPT,Zero-shot,215,197,permuted_domain,Science,,0.8685895,0.8127949,0.83976644,0.22008884,-0.11097041,0.050604224
643,ChatGPT,Zero-shot,216,216,correct,Science,,0.9099086,0.819261,0.86220884,0.4653144,-0.072597325,0.18357712
644,ChatGPT,Zero-shot,216,137,permuted_global,Science,,0.8756274,0.83664787,0.855694,0.2618581,0.03058513,0.14497617
645,ChatGPT,Zero-shot,216,256,permuted_domain,Science,,0.86419904,0.85206217,0.8580877,0.19403169,0.12206143,0.15915915
646,ChatGPT,Zero-shot,217,217,correct,Science,,0.9165559,0.8919525,0.9040868,0.5047655,0.3587911,0.4317073
